7C2K-D1,ranked,ranked_0,1.486
7C2K-D1,Mod-5ranked,Mod-5ranked_unsupervised_0,1.625
7C2K-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_0,1.573
7C2K-D1,ranked,ranked_1,1.380
7C2K-D1,Mod-5ranked,Mod-5ranked_unsupervised_1,1.649
7C2K-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_1,1.456
7C2K-D1,ranked,ranked_2,2.741
7C2K-D1,Mod-5ranked,Mod-5ranked_unsupervised_2,1.623
7C2K-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_2,1.512
7C2K-D1,ranked,ranked_3,2.511
7C2K-D1,Mod-5ranked,Mod-5ranked_unsupervised_3,1.610
7C2K-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_3,1.461
7C2K-D1,ranked,ranked_4,2.546
7C2K-D1,Mod-5ranked,Mod-5ranked_unsupervised_4,1.617
7C2K-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_4,1.469
